id,timestamp,org,job_title
2975,2018-01-01,O2,J2
3051,2018-01-01,O2,J2
3066,2018-01-01,O2,J2
3174,2018-01-01,O2,J2
3319,2018-01-01,O2,J2
3355,2018-01-01,O2,J2
3395,2018-01-01,O2,J2
3407,2018-01-01,O2,J2
3623,2018-01-01,O2,J2
3654,2018-01-01,O2,J2
3739,2018-01-01,O2,J2
3895,2018-01-01,O2,J2
3901,2018-01-01,O2,J2
3917,2018-01-01,O2,J2
3958,2018-01-01,O2,J2
4013,2018-01-01,O2,J2
4233,2018-01-01,O2,J2
4370,2018-01-01,O2,J2
4755,2018-01-01,O2,J2
46,2018-01-01,O2,J3
351,2018-01-01,O2,J3
701,2018-01-01,O2,J3
720,2018-01-01,O2,J3
732,2018-01-01,O2,J3
767,2018-01-01,O2,J3
814,2018-01-01,O2,J3
1224,2018-01-01,O2,J3
1455,2018-01-01,O2,J3
1534,2018-01-01,O2,J3
1703,2018-01-01,O2,J3
1892,2018-01-01,O2,J3
2057,2018-01-01,O2,J3
2135,2018-01-01,O2,J3
2400,2018-01-01,O2,J3
2440,2018-01-01,O2,J3
2517,2018-01-01,O2,J3
3217,2018-01-01,O2,J3
3222,2018-01-01,O2,J3
3299,2018-01-01,O2,J3
3383,2018-01-01,O2,J3
3399,2018-01-01,O2,J3
3665,2018-01-01,O2,J3
3842,2018-01-01,O2,J3
4091,2018-01-01,O2,J3
4094,2018-01-01,O2,J3
4133,2018-01-01,O2,J3
4301,2018-01-01,O2,J3
4314,2018-01-01,O2,J3
4351,2018-01-01,O2,J3
4365,2018-01-01,O2,J3
4679,2018-01-01,O2,J3
4703,2018-01-01,O2,J3
4787,2018-01-01,O2,J3
4866,2018-01-01,O2,J3
237,2018-01-01,O2,J4
568,2018-01-01,O2,J4
840,2018-01-01,O2,J4
868,2018-01-01,O2,J4
1153,2018-01-01,O2,J4
1448,2018-01-01,O2,J4
1636,2018-01-01,O2,J4
1921,2018-01-01,O2,J4
2263,2018-01-01,O2,J4
2391,2018-01-01,O2,J4
2859,2018-01-01,O2,J4
3019,2018-01-01,O2,J4
3160,2018-01-01,O2,J4
3418,2018-01-01,O2,J4
3450,2018-01-01,O2,J4
3818,2018-01-01,O2,J4
4123,2018-01-01,O2,J4
4134,2018-01-01,O2,J4
4165,2018-01-01,O2,J4
4171,2018-01-01,O2,J4
4195,2018-01-01,O2,J4
4224,2018-01-01,O2,J4
4363,2018-01-01,O2,J4
4555,2018-01-01,O2,J4
4730,2018-01-01,O2,J4
4955,2018-01-01,O2,J4
38,2018-01-01,O2,J5
143,2018-01-01,O2,J5
293,2018-01-01,O2,J5
639,2018-01-01,O2,J5
1085,2018-01-01,O2,J5
1117,2018-01-01,O2,J5
1197,2018-01-01,O2,J5
1399,2018-01-01,O2,J5
1444,2018-01-01,O2,J5
1464,2018-01-01,O2,J5
1698,2018-01-01,O2,J5
1714,2018-01-01,O2,J5
1887,2018-01-01,O2,J5
1950,2018-01-01,O2,J5
1972,2018-01-01,O2,J5
1995,2018-01-01,O2,J5
2030,2018-01-01,O2,J5
2177,2018-01-01,O2,J5
2340,2018-01-01,O2,J5
2418,2018-01-01,O2,J5
2547,2018-01-01,O2,J5
2602,2018-01-01,O2,J5
2801,2018-01-01,O2,J5
3092,2018-01-01,O2,J5
3112,2018-01-01,O2,J5
3379,2018-01-01,O2,J5
3597,2018-01-01,O2,J5
3847,2018-01-01,O2,J5
4210,2018-01-01,O2,J5
4366,2018-01-01,O2,J5
4421,2018-01-01,O2,J5
4424,2018-01-01,O2,J5
4863,2018-01-01,O2,J5
4991,2018-01-01,O2,J5
60,2018-01-01,O3,J1
108,2018-01-01,O3,J1
267,2018-01-01,O3,J1
679,2018-01-01,O3,J1
705,2018-01-01,O3,J1
836,2018-01-01,O3,J1
919,2018-01-01,O3,J1
1023,2018-01-01,O3,J1
1031,2018-01-01,O3,J1
1315,2018-01-01,O3,J1
1720,2018-01-01,O3,J1
1838,2018-01-01,O3,J1
2161,2018-01-01,O3,J1
2325,2018-01-01,O3,J1
2366,2018-01-01,O3,J1
2415,2018-01-01,O3,J1
2441,2018-01-01,O3,J1
2504,2018-01-01,O3,J1
2653,2018-01-01,O3,J1
2675,2018-01-01,O3,J1
2742,2018-01-01,O3,J1
3221,2018-01-01,O3,J1
3273,2018-01-01,O3,J1
3609,2018-01-01,O3,J1
3726,2018-01-01,O3,J1
3734,2018-01-01,O3,J1
3761,2018-01-01,O3,J1
3814,2018-01-01,O3,J1
4309,2018-01-01,O3,J1
4457,2018-01-01,O3,J1
4479,2018-01-01,O3,J1
4747,2018-01-01,O3,J1
4804,2018-01-01,O3,J1
4852,2018-01-01,O3,J1
4999,2018-01-01,O3,J1
128,2018-01-01,O3,J2
177,2018-01-01,O3,J2
262,2018-01-01,O3,J2
366,2018-01-01,O3,J2
447,2018-01-01,O3,J2
629,2018-01-01,O3,J2
716,2018-01-01,O3,J2
788,2018-01-01,O3,J2
1016,2018-01-01,O3,J2
1276,2018-01-01,O3,J2
1329,2018-01-01,O3,J2
1332,2018-01-01,O3,J2
1893,2018-01-01,O3,J2
2165,2018-01-01,O3,J2
2211,2018-01-01,O3,J2
2393,2018-01-01,O3,J2
2597,2018-01-01,O3,J2
2898,2018-01-01,O3,J2
2982,2018-01-01,O3,J2
3167,2018-01-01,O3,J2
3488,2018-01-01,O3,J2
3768,2018-01-01,O3,J2
3890,2018-01-01,O3,J2
3971,2018-01-01,O3,J2
4135,2018-01-01,O3,J2
4189,2018-01-01,O3,J2
4306,2018-01-01,O3,J2
4320,2018-01-01,O3,J2
4490,2018-01-01,O3,J2
4496,2018-01-01,O3,J2
4503,2018-01-01,O3,J2
4553,2018-01-01,O3,J2
4842,2018-01-01,O3,J2
4948,2018-01-01,O3,J2
151,2018-01-01,O3,J3
242,2018-01-01,O3,J3
689,2018-01-01,O3,J3
714,2018-01-01,O3,J3
983,2018-01-01,O3,J3
1069,2018-01-01,O3,J3
1275,2018-01-01,O3,J3
1342,2018-01-01,O3,J3
1562,2018-01-01,O3,J3
2413,2018-01-01,O3,J3
2603,2018-01-01,O3,J3
2976,2018-01-01,O3,J3
3085,2018-01-01,O3,J3
3196,2018-01-01,O3,J3
3337,2018-01-01,O3,J3
3372,2018-01-01,O3,J3
3504,2018-01-01,O3,J3
3796,2018-01-01,O3,J3
3825,2018-01-01,O3,J3
3904,2018-01-01,O3,J3
4057,2018-01-01,O3,J3
4374,2018-01-01,O3,J3
4399,2018-01-01,O3,J3
4766,2018-01-01,O3,J3
4788,2018-01-01,O3,J3
329,2018-01-01,O3,J4
649,2018-01-01,O3,J4
793,2018-01-01,O3,J4
854,2018-01-01,O3,J4
895,2018-01-01,O3,J4
1125,2018-01-01,O3,J4
1573,2018-01-01,O3,J4
1687,2018-01-01,O3,J4
1741,2018-01-01,O3,J4
1766,2018-01-01,O3,J4
1898,2018-01-01,O3,J4
1978,2018-01-01,O3,J4
2120,2018-01-01,O3,J4
2162,2018-01-01,O3,J4
2189,2018-01-01,O3,J4
2210,2018-01-01,O3,J4
2236,2018-01-01,O3,J4
2246,2018-01-01,O3,J4
2265,2018-01-01,O3,J4
2513,2018-01-01,O3,J4
2689,2018-01-01,O3,J4
2952,2018-01-01,O3,J4
3026,2018-01-01,O3,J4
3179,2018-01-01,O3,J4
3536,2018-01-01,O3,J4
3545,2018-01-01,O3,J4
3622,2018-01-01,O3,J4
3973,2018-01-01,O3,J4
4458,2018-01-01,O3,J4
4488,2018-01-01,O3,J4
4504,2018-01-01,O3,J4
4532,2018-01-01,O3,J4
4565,2018-01-01,O3,J4
4601,2018-01-01,O3,J4
4613,2018-01-01,O3,J4
4665,2018-01-01,O3,J4
4904,2018-01-01,O3,J4
1,2018-01-01,O3,J5
96,2018-01-01,O3,J5
268,2018-01-01,O3,J5
332,2018-01-01,O3,J5
515,2018-01-01,O3,J5
567,2018-01-01,O3,J5
571,2018-01-01,O3,J5
681,2018-01-01,O3,J5
926,2018-01-01,O3,J5
960,2018-01-01,O3,J5
1063,2018-01-01,O3,J5
1073,2018-01-01,O3,J5
1177,2018-01-01,O3,J5
1381,2018-01-01,O3,J5
1408,2018-01-01,O3,J5
1665,2018-01-01,O3,J5
1861,2018-01-01,O3,J5
1869,2018-01-01,O3,J5
1913,2018-01-01,O3,J5
2032,2018-01-01,O3,J5
2060,2018-01-01,O3,J5
2175,2018-01-01,O3,J5
2313,2018-01-01,O3,J5
2402,2018-01-01,O3,J5
2618,2018-01-01,O3,J5
2683,2018-01-01,O3,J5
2906,2018-01-01,O3,J5
2924,2018-01-01,O3,J5
3081,2018-01-01,O3,J5
3090,2018-01-01,O3,J5
3165,2018-01-01,O3,J5
3214,2018-01-01,O3,J5
3353,2018-01-01,O3,J5
3786,2018-01-01,O3,J5
3829,2018-01-01,O3,J5
4147,2018-01-01,O3,J5
4243,2018-01-01,O3,J5
4542,2018-01-01,O3,J5
4964,2018-01-01,O3,J5
4982,2018-01-01,O3,J5
201,2018-01-01,O4,J1
762,2018-01-01,O4,J1
844,2018-01-01,O4,J1
1049,2018-01-01,O4,J1
1050,2018-01-01,O4,J1
1089,2018-01-01,O4,J1
1095,2018-01-01,O4,J1
1209,2018-01-01,O4,J1
1437,2018-01-01,O4,J1
1479,2018-01-01,O4,J1
1596,2018-01-01,O4,J1
1878,2018-01-01,O4,J1
1902,2018-01-01,O4,J1
1994,2018-01-01,O4,J1
2104,2018-01-01,O4,J1
2153,2018-01-01,O4,J1
2663,2018-01-01,O4,J1
2694,2018-01-01,O4,J1
2808,2018-01-01,O4,J1
2848,2018-01-01,O4,J1
2941,2018-01-01,O4,J1
3437,2018-01-01,O4,J1
3583,2018-01-01,O4,J1
3615,2018-01-01,O4,J1
3795,2018-01-01,O4,J1
4359,2018-01-01,O4,J1
4468,2018-01-01,O4,J1
4722,2018-01-01,O4,J1
4737,2018-01-01,O4,J1
4794,2018-01-01,O4,J1
287,2018-01-01,O4,J2
341,2018-01-01,O4,J2
365,2018-01-01,O4,J2
699,2018-01-01,O4,J2
725,2018-01-01,O4,J2
746,2018-01-01,O4,J2
845,2018-01-01,O4,J2
1499,2018-01-01,O4,J2
1799,2018-01-01,O4,J2
2377,2018-01-01,O4,J2
2464,2018-01-01,O4,J2
2610,2018-01-01,O4,J2
2633,2018-01-01,O4,J2
2810,2018-01-01,O4,J2
2866,2018-01-01,O4,J2
2993,2018-01-01,O4,J2
3042,2018-01-01,O4,J2
3192,2018-01-01,O4,J2
3628,2018-01-01,O4,J2
3663,2018-01-01,O4,J2
3979,2018-01-01,O4,J2
4015,2018-01-01,O4,J2
4081,2018-01-01,O4,J2
4658,2018-01-01,O4,J2
4812,2018-01-01,O4,J2
4834,2018-01-01,O4,J2
89,2018-01-01,O4,J3
145,2018-01-01,O4,J3
301,2018-01-01,O4,J3
342,2018-01-01,O4,J3
350,2018-01-01,O4,J3
409,2018-01-01,O4,J3
427,2018-01-01,O4,J3
669,2018-01-01,O4,J3
1112,2018-01-01,O4,J3
1725,2018-01-01,O4,J3
1793,2018-01-01,O4,J3
2170,2018-01-01,O4,J3
2484,2018-01-01,O4,J3
2501,2018-01-01,O4,J3
2585,2018-01-01,O4,J3
2797,2018-01-01,O4,J3
2835,2018-01-01,O4,J3
3099,2018-01-01,O4,J3
3140,2018-01-01,O4,J3
3522,2018-01-01,O4,J3
3586,2018-01-01,O4,J3
3801,2018-01-01,O4,J3
3987,2018-01-01,O4,J3
4034,2018-01-01,O4,J3
4369,2018-01-01,O4,J3
4856,2018-01-01,O4,J3
4929,2018-01-01,O4,J3
126,2018-01-01,O4,J4
1106,2018-01-01,O4,J4
1631,2018-01-01,O4,J4
2044,2018-01-01,O4,J4
2088,2018-01-01,O4,J4
2137,2018-01-01,O4,J4
2142,2018-01-01,O4,J4
2261,2018-01-01,O4,J4
2349,2018-01-01,O4,J4
2381,2018-01-01,O4,J4
2401,2018-01-01,O4,J4
2449,2018-01-01,O4,J4
2465,2018-01-01,O4,J4
2650,2018-01-01,O4,J4
2713,2018-01-01,O4,J4
3121,2018-01-01,O4,J4
3540,2018-01-01,O4,J4
3668,2018-01-01,O4,J4
4410,2018-01-01,O4,J4
4471,2018-01-01,O4,J4
4749,2018-01-01,O4,J4
4835,2018-01-01,O4,J4
4935,2018-01-01,O4,J4
157,2018-01-01,O4,J5
608,2018-01-01,O4,J5
709,2018-01-01,O4,J5
889,2018-01-01,O4,J5
947,2018-01-01,O4,J5
1404,2018-01-01,O4,J5
1430,2018-01-01,O4,J5
1466,2018-01-01,O4,J5
1752,2018-01-01,O4,J5
2301,2018-01-01,O4,J5
2405,2018-01-01,O4,J5
2813,2018-01-01,O4,J5
2820,2018-01-01,O4,J5
3039,2018-01-01,O4,J5
3456,2018-01-01,O4,J5
3626,2018-01-01,O4,J5
3640,2018-01-01,O4,J5
3669,2018-01-01,O4,J5
3708,2018-01-01,O4,J5
3748,2018-01-01,O4,J5
3756,2018-01-01,O4,J5
3985,2018-01-01,O4,J5
3993,2018-01-01,O4,J5
4051,2018-01-01,O4,J5
4213,2018-01-01,O4,J5
4734,2018-01-01,O4,J5
300,2018-01-01,O5,J1
398,2018-01-01,O5,J1
643,2018-01-01,O5,J1
773,2018-01-01,O5,J1
1052,2018-01-01,O5,J1
1162,2018-01-01,O5,J1
1298,2018-01-01,O5,J1
1621,2018-01-01,O5,J1
1900,2018-01-01,O5,J1
1990,2018-01-01,O5,J1
2043,2018-01-01,O5,J1
2134,2018-01-01,O5,J1
2455,2018-01-01,O5,J1
2673,2018-01-01,O5,J1
2769,2018-01-01,O5,J1
2798,2018-01-01,O5,J1
2850,2018-01-01,O5,J1
3073,2018-01-01,O5,J1
3253,2018-01-01,O5,J1
3495,2018-01-01,O5,J1
3559,2018-01-01,O5,J1
3840,2018-01-01,O5,J1
4049,2018-01-01,O5,J1
4203,2018-01-01,O5,J1
4237,2018-01-01,O5,J1
4376,2018-01-01,O5,J1
4427,2018-01-01,O5,J1
4483,2018-01-01,O5,J1
4607,2018-01-01,O5,J1
4646,2018-01-01,O5,J1
4677,2018-01-01,O5,J1
4753,2018-01-01,O5,J1
4799,2018-01-01,O5,J1
4994,2018-01-01,O5,J1
77,2018-01-01,O5,J2
282,2018-01-01,O5,J2
355,2018-01-01,O5,J2
507,2018-01-01,O5,J2
508,2018-01-01,O5,J2
702,2018-01-01,O5,J2
1080,2018-01-01,O5,J2
1471,2018-01-01,O5,J2
1618,2018-01-01,O5,J2
1711,2018-01-01,O5,J2
1744,2018-01-01,O5,J2
1803,2018-01-01,O5,J2
2297,2018-01-01,O5,J2
2611,2018-01-01,O5,J2
2745,2018-01-01,O5,J2
2784,2018-01-01,O5,J2
2785,2018-01-01,O5,J2
2838,2018-01-01,O5,J2
3009,2018-01-01,O5,J2
3579,2018-01-01,O5,J2
3962,2018-01-01,O5,J2
4006,2018-01-01,O5,J2
4364,2018-01-01,O5,J2
4389,2018-01-01,O5,J2
18,2018-01-01,O5,J3
34,2018-01-01,O5,J3
62,2018-01-01,O5,J3
95,2018-01-01,O5,J3
98,2018-01-01,O5,J3
187,2018-01-01,O5,J3
251,2018-01-01,O5,J3
346,2018-01-01,O5,J3
1516,2018-01-01,O5,J3
2403,2018-01-01,O5,J3
2477,2018-01-01,O5,J3
2630,2018-01-01,O5,J3
2738,2018-01-01,O5,J3
3173,2018-01-01,O5,J3
3859,2018-01-01,O5,J3
4154,2018-01-01,O5,J3
4263,2018-01-01,O5,J3
4303,2018-01-01,O5,J3
4598,2018-01-01,O5,J3
4599,2018-01-01,O5,J3
4664,2018-01-01,O5,J3
4675,2018-01-01,O5,J3
4775,2018-01-01,O5,J3
45,2018-01-01,O5,J4
116,2018-01-01,O5,J4
235,2018-01-01,O5,J4
380,2018-01-01,O5,J4
626,2018-01-01,O5,J4
666,2018-01-01,O5,J4
768,2018-01-01,O5,J4
806,2018-01-01,O5,J4
905,2018-01-01,O5,J4
906,2018-01-01,O5,J4
1036,2018-01-01,O5,J4
1046,2018-01-01,O5,J4
1261,2018-01-01,O5,J4
1697,2018-01-01,O5,J4
1724,2018-01-01,O5,J4
2275,2018-01-01,O5,J4
2446,2018-01-01,O5,J4
2499,2018-01-01,O5,J4
3002,2018-01-01,O5,J4
3036,2018-01-01,O5,J4
3129,2018-01-01,O5,J4
3280,2018-01-01,O5,J4
3402,2018-01-01,O5,J4
3467,2018-01-01,O5,J4
3601,2018-01-01,O5,J4
4000,2018-01-01,O5,J4
4143,2018-01-01,O5,J4
4466,2018-01-01,O5,J4
4663,2018-01-01,O5,J4
4668,2018-01-01,O5,J4
4778,2018-01-01,O5,J4
4791,2018-01-01,O5,J4
4952,2018-01-01,O5,J4
4993,2018-01-01,O5,J4
87,2018-01-01,O5,J5
112,2018-01-01,O5,J5
183,2018-01-01,O5,J5
280,2018-01-01,O5,J5
334,2018-01-01,O5,J5
547,2018-01-01,O5,J5
864,2018-01-01,O5,J5
1200,2018-01-01,O5,J5
1282,2018-01-01,O5,J5
1483,2018-01-01,O5,J5
1557,2018-01-01,O5,J5
1584,2018-01-01,O5,J5
1897,2018-01-01,O5,J5
2045,2018-01-01,O5,J5
2323,2018-01-01,O5,J5
2525,2018-01-01,O5,J5
2557,2018-01-01,O5,J5
2590,2018-01-01,O5,J5
2617,2018-01-01,O5,J5
2687,2018-01-01,O5,J5
3135,2018-01-01,O5,J5
3431,2018-01-01,O5,J5
3561,2018-01-01,O5,J5
3655,2018-01-01,O5,J5
4023,2018-01-01,O5,J5
4063,2018-01-01,O5,J5
4173,2018-01-01,O5,J5
4227,2018-01-01,O5,J5
4280,2018-01-01,O5,J5
4330,2018-01-01,O5,J5
4518,2018-01-01,O5,J5
4616,2018-01-01,O5,J5
4622,2018-01-01,O5,J5
4710,2018-01-01,O5,J5
4923,2018-01-01,O5,J5
4947,2018-01-01,O5,J5
4963,2018-01-01,O5,J5
11,2018-02-01,O1,J1
53,2018-02-01,O1,J1
231,2018-02-01,O1,J1
248,2018-02-01,O1,J1
343,2018-02-01,O1,J1
371,2018-02-01,O1,J1
495,2018-02-01,O1,J1
596,2018-02-01,O1,J1
615,2018-02-01,O1,J1
1139,2018-02-01,O1,J1
1226,2018-02-01,O1,J1
1614,2018-02-01,O1,J1
1656,2018-02-01,O1,J1
1757,2018-02-01,O1,J1
1784,2018-02-01,O1,J1
1836,2018-02-01,O1,J1
1856,2018-02-01,O1,J1
1862,2018-02-01,O1,J1
2253,2018-02-01,O1,J1
2700,2018-02-01,O1,J1
2846,2018-02-01,O1,J1
2886,2018-02-01,O1,J1
3153,2018-02-01,O1,J1
3161,2018-02-01,O1,J1
3302,2018-02-01,O1,J1
3330,2018-02-01,O1,J1
3532,2018-02-01,O1,J1
3689,2018-02-01,O1,J1
3773,2018-02-01,O1,J1
3824,2018-02-01,O1,J1
3880,2018-02-01,O1,J1
3956,2018-02-01,O1,J1
4073,2018-02-01,O1,J1
4275,2018-02-01,O1,J1
4368,2018-02-01,O1,J1
4447,2018-02-01,O1,J1
4454,2018-02-01,O1,J1
4581,2018-02-01,O1,J1
4646,2018-02-01,O1,J1
57,2018-02-01,O1,J2
177,2018-02-01,O1,J2
295,2018-02-01,O1,J2
514,2018-02-01,O1,J2
665,2018-02-01,O1,J2
934,2018-02-01,O1,J2
969,2018-02-01,O1,J2
995,2018-02-01,O1,J2
1057,2018-02-01,O1,J2
1108,2018-02-01,O1,J2
1135,2018-02-01,O1,J2
1170,2018-02-01,O1,J2
1236,2018-02-01,O1,J2
1403,2018-02-01,O1,J2
1515,2018-02-01,O1,J2
1529,2018-02-01,O1,J2
1693,2018-02-01,O1,J2
1818,2018-02-01,O1,J2
2112,2018-02-01,O1,J2
2239,2018-02-01,O1,J2
2266,2018-02-01,O1,J2
2297,2018-02-01,O1,J2
2481,2018-02-01,O1,J2
2494,2018-02-01,O1,J2
2505,2018-02-01,O1,J2
2574,2018-02-01,O1,J2
2793,2018-02-01,O1,J2
3014,2018-02-01,O1,J2
3106,2018-02-01,O1,J2
3114,2018-02-01,O1,J2
3392,2018-02-01,O1,J2
3422,2018-02-01,O1,J2
3775,2018-02-01,O1,J2
3868,2018-02-01,O1,J2
3916,2018-02-01,O1,J2
4128,2018-02-01,O1,J2
4180,2018-02-01,O1,J2
4235,2018-02-01,O1,J2
4462,2018-02-01,O1,J2
4576,2018-02-01,O1,J2
4589,2018-02-01,O1,J2
4961,2018-02-01,O1,J2
141,2018-02-01,O1,J3
236,2018-02-01,O1,J3
240,2018-02-01,O1,J3
819,2018-02-01,O1,J3
851,2018-02-01,O1,J3
853,2018-02-01,O1,J3
1387,2018-02-01,O1,J3
1396,2018-02-01,O1,J3
1447,2018-02-01,O1,J3
1520,2018-02-01,O1,J3
1535,2018-02-01,O1,J3
1793,2018-02-01,O1,J3
2063,2018-02-01,O1,J3
2183,2018-02-01,O1,J3
2258,2018-02-01,O1,J3
2712,2018-02-01,O1,J3
2749,2018-02-01,O1,J3
2913,2018-02-01,O1,J3
3060,2018-02-01,O1,J3
3122,2018-02-01,O1,J3
3155,2018-02-01,O1,J3
3203,2018-02-01,O1,J3
3223,2018-02-01,O1,J3
3298,2018-02-01,O1,J3
3644,2018-02-01,O1,J3
3721,2018-02-01,O1,J3
3892,2018-02-01,O1,J3
4084,2018-02-01,O1,J3
